t,ax,ay,az,gx,gy,gz,mx,my,mz,label
1024868.0,-0.46,0.67,9.68,0.0,-0.01,0.06,-32.38,37.03,-35.53,R
1024881.0,-0.38,0.65,9.68,-0.06,-0.02,0.02,-32.38,36.13,-33.88,R
1024894.0,-0.45,0.65,9.66,-0.05,0.02,-0.02,-33.73,35.98,-34.93,R
1024907.0,-0.49,0.63,9.66,-0.03,0.02,-0.01,-33.58,36.13,-34.78,R
1024920.0,-0.52,0.62,9.66,0.04,-0.03,0.03,-30.88,36.43,-34.18,R
1024933.0,-0.58,0.62,9.6,0.03,-0.03,-0.02,-31.48,35.83,-34.78,R
1024946.0,-0.49,0.69,9.58,0.02,-0.05,0.06,-32.08,36.73,-34.93,R
1024958.0,-0.44,0.83,9.71,-0.01,-0.05,0.0,-33.13,35.83,-35.08,R
1024972.0,-0.37,1.02,9.81,0.04,-0.15,0.05,-31.03,35.38,-35.83,R
1024985.0,-0.14,1.37,9.91,0.16,-0.16,0.02,-31.48,36.13,-35.53,R
1024998.0,0.09,2.03,9.83,0.25,-0.19,0.0,-32.53,38.23,-33.43,R
