t,ax,ay,az,gx,gy,gz,mx,my,mz,label
1167712.0,-0.17,0.44,9.73,-0.01,-0.02,-0.01,-32.38,33.13,-34.78,C
1167725.0,-0.25,0.52,9.77,0.04,-0.0,0.04,-32.53,34.03,-35.68,C
1167738.0,-0.2,0.53,9.7,-0.01,-0.02,-0.03,-32.53,32.53,-33.73,C
1167750.0,-0.21,0.57,9.76,-0.03,-0.0,-0.01,-33.13,33.13,-34.78,C
1167764.0,-0.18,0.62,9.77,0.02,-0.01,0.0,-33.58,33.88,-33.88,C
1167777.0,-0.19,0.58,9.74,0.0,-0.03,0.03,-34.78,34.33,-34.33,C
1167790.0,-0.23,0.59,9.74,0.01,-0.04,0.01,-32.98,32.98,-34.18,C
1167803.0,-0.25,0.56,9.75,0.03,0.04,-0.01,-34.78,31.93,-35.08,C
1167816.0,-0.2,0.54,9.74,-0.04,0.0,-0.0,-33.13,32.38,-32.83,C
1167829.0,-0.21,0.46,9.78,-0.01,0.07,0.0,-33.58,33.58,-33.58,C
1167842.0,-0.16,0.44,9.74,0.03,-0.05,0.02,-31.93,33.58,-34.78,C
1167855.0,-0.11,0.55,9.71,0.02,-0.03,-0.01,-33.88,31.93,-33.88,C
1167868.0,-0.22,0.55,9.73,0.02,-0.03,-0.01,-33.13,33.88,-33.88,C
1167881.0,-0.2,0.51,9.74,0.02,0.02,0.06,-33.28,32.98,-33.73,C
1167894.0,-0.2,0.57,9.78,0.01,0.02,0.03,-33.28,33.73,-35.23,C
1167907.0,-0.25,0.5,9.71,0.02,-0.04,0.03,-32.53,31.78,-34.93,C
1167920.0,-0.3,0.55,9.69,-0.02,0.02,-0.01,-32.68,33.13,-35.53,C
1167933.0,-0.28,0.57,9.68,0.02,-0.05,0.02,-32.68,33.13,-35.53,C
1167946.0,-0.32,0.58,9.67,0.02,-0.02,-0.04,-31.63,33.28,-36.13,C
1167958.0,-0.34,0.69,9.74,0.06,-0.06,0.01,-32.98,33.28,-35.23,C
1167972.0,-0.6,0.68,10.02,0.18,-0.13,0.07,-32.98,33.28,-35.23,C
1167985.0,-0.8,0.31,10.41,0.38,-0.22,0.09,-33.58,33.13,-34.78,C
1167998.0,-0.72,-0.47,11.01,0.94,-0.32,0.16,-33.88,33.58,-33.88,C
1168011.0,-0.42,-1.89,11.18,2.0,-0.3,0.18,-32.08,31.78,-34.48,C
1168024.0,-0.47,-1.49,11.07,3.1,-0.33,0.27,-32.08,31.78,-34.48,C
1168037.0,-0.79,0.29,10.21,3.74,-0.48,0.34,-33.73,30.28,-32.53,C
1168050.0,-0.52,2.23,9.35,3.73,-0.58,0.47,-34.33,28.63,-33.58,C
