t,ax,ay,az,gx,gy,gz,mx,my,mz,label
906932.0,0.39,0.98,9.64,0.02,0.04,-0.0,-36.58,30.73,-33.43,D
906945.0,0.41,1.0,9.58,0.01,0.04,-0.01,-37.03,28.03,-35.23,D
906958.0,0.39,0.99,9.64,-0.03,-0.01,-0.02,-37.63,28.63,-34.33,D
906971.0,0.38,1.01,9.61,0.03,-0.0,0.02,-36.58,28.03,-32.53,D
906984.0,0.4,1.08,9.71,0.02,-0.02,0.0,-35.38,29.53,-34.18,D
906997.0,0.35,1.02,9.72,0.03,-0.01,-0.08,-36.58,29.53,-33.73,D
907010.0,0.4,0.93,9.75,0.0,0.01,-0.07,-35.23,29.68,-32.83,D
907023.0,0.46,1.0,9.69,-0.02,0.07,0.02,-37.48,28.78,-33.43,D
907036.0,0.41,1.01,9.71,-0.03,0.01,-0.0,-37.48,28.78,-33.43,D
907049.0,0.43,0.98,9.73,-0.0,0.01,-0.01,-36.43,29.38,-33.58,D
907062.0,0.45,0.91,9.72,0.02,-0.01,0.01,-34.63,28.03,-31.78,D
907075.0,0.44,0.99,9.72,0.02,-0.01,0.0,-34.63,28.03,-31.78,D
907088.0,0.47,1.01,9.67,0.05,0.06,0.0,-36.58,29.83,-32.53,D
907101.0,0.43,0.98,9.69,0.04,0.02,-0.06,-36.13,28.03,-34.18,D
907114.0,0.44,0.95,9.62,0.05,0.01,-0.03,-36.13,28.03,-34.18,D
907126.0,0.44,1.02,9.6,0.06,-0.0,0.0,-37.63,28.63,-33.58,D
907140.0,0.4,0.97,9.63,-0.03,0.01,-0.03,-37.03,28.78,-33.73,D
907153.0,0.35,0.87,9.64,-0.06,0.03,-0.03,-38.08,26.98,-32.83,D
907166.0,0.42,0.91,9.59,-0.02,0.02,-0.0,-38.08,26.98,-32.83,D
907179.0,0.38,0.96,9.56,0.02,0.0,0.03,-38.08,28.18,-33.58,D
907192.0,0.35,0.98,9.59,0.03,-0.0,0.01,-35.83,28.33,-33.73,D
907205.0,0.37,0.97,9.6,0.04,-0.01,0.0,-35.83,28.33,-33.73,D
907218.0,0.38,0.96,9.63,0.01,0.03,-0.03,-35.53,28.93,-32.83,D
907231.0,0.37,1.0,9.6,-0.04,0.01,-0.03,-36.13,28.78,-31.48,D
907244.0,0.42,0.97,9.61,0.03,-0.04,-0.0,-36.88,29.38,-33.58,D
907257.0,0.45,1.04,9.63,0.0,0.01,-0.03,-36.88,29.38,-33.58,D
907270.0,0.44,1.03,9.64,-0.06,0.01,-0.02,-36.43,27.73,-34.78,D
907283.0,0.38,1.03,9.66,-0.03,0.01,0.03,-35.98,29.38,-34.33,D
907296.0,0.43,0.92,9.65,0.03,-0.02,0.04,-35.98,29.38,-34.33,D
907309.0,0.42,0.9,9.62,-0.02,-0.0,0.01,-37.03,28.78,-33.43,D
907322.0,0.36,0.9,9.57,-0.01,-0.02,0.03,-35.98,27.43,-33.88,D
907334.0,0.4,0.94,9.63,0.03,-0.05,0.03,-35.98,28.93,-34.78,D
907348.0,0.36,0.99,9.61,-0.02,0.0,0.04,-35.98,28.93,-32.38,D
907361.0,0.46,0.96,9.67,-0.01,-0.01,0.03,-36.43,29.68,-33.58,D
907374.0,0.39,1.0,9.67,-0.0,0.02,0.06,-37.03,29.08,-32.98,D
907387.0,0.37,1.02,9.67,0.04,-0.03,0.03,-37.78,28.78,-33.43,D
907400.0,0.39,1.02,9.7,0.01,-0.06,0.04,-37.03,28.78,-32.53,D
907413.0,0.43,1.02,9.68,0.0,0.02,-0.03,-34.93,27.58,-34.18,D
907426.0,0.41,1.01,9.74,0.02,-0.03,0.0,-36.43,28.63,-33.13,D
907439.0,0.48,0.94,9.74,0.04,-0.03,0.03,-36.43,29.38,-32.83,D
907452.0,0.44,1.03,9.72,0.03,-0.03,0.01,-36.88,28.93,-33.58,D
907465.0,0.53,0.96,9.77,-0.01,-0.01,-0.01,-35.83,27.58,-33.73,D
907478.0,0.52,0.98,9.73,0.04,0.02,-0.03,-35.98,27.73,-34.78,D
907491.0,0.49,1.01,9.74,0.01,0.02,-0.03,-35.38,28.78,-32.98,D
907504.0,0.5,1.07,9.65,0.06,-0.01,-0.03,-38.68,28.33,-34.48,D
907517.0,0.42,1.11,9.66,0.01,-0.02,-0.03,-35.83,29.08,-33.43,D
907530.0,0.46,1.02,9.61,-0.04,0.0,0.02,-37.63,28.63,-33.58,D
907542.0,0.43,0.99,9.6,0.02,-0.0,-0.0,-37.03,29.53,-33.43,D
907556.0,0.39,1.0,9.65,0.02,0.05,-0.07,-37.03,28.33,-32.98,D
907569.0,0.43,1.0,9.56,0.01,0.0,0.02,-36.43,28.18,-33.88,D
907582.0,0.4,1.12,9.57,0.04,-0.06,-0.01,-36.58,29.08,-32.53,D
907595.0,0.43,1.15,9.52,0.01,0.01,-0.04,-37.03,28.78,-34.18,D
907608.0,0.4,1.09,9.58,-0.04,-0.02,-0.11,-35.98,29.38,-32.83,D
907621.0,0.44,0.97,9.64,-0.03,-0.04,-0.06,-37.03,28.03,-34.48,D
907634.0,0.42,0.95,9.59,0.08,-0.04,-0.0,-36.13,29.53,-33.43,D
907647.0,0.49,0.98,9.53,0.05,-0.06,-0.03,-36.13,29.53,-33.43,D
907660.0,0.46,1.0,9.56,0.04,-0.05,0.0,-37.48,27.58,-33.43,D
907673.0,0.45,1.01,9.56,-0.01,-0.06,-0.02,-36.88,27.43,-35.08,D
907686.0,0.42,1.02,9.54,-0.03,-0.04,-0.09,-36.88,27.43,-35.08,D
907699.0,0.44,1.04,9.56,-0.01,-0.06,-0.04,-36.43,28.63,-33.88,D
907712.0,0.53,1.02,9.57,0.06,-0.05,-0.01,-36.88,28.63,-34.78,D
907725.0,0.47,1.06,9.52,0.04,-0.11,0.02,-36.58,29.83,-34.93,D
907738.0,0.46,1.09,9.51,-0.0,-0.07,-0.06,-36.58,29.83,-34.93,D
907750.0,0.49,1.06,9.37,0.01,-0.06,-0.11,-37.18,28.63,-33.13,D
907764.0,0.58,1.01,9.38,0.09,-0.14,0.01,-38.08,28.63,-33.13,D
907777.0,0.67,0.95,9.13,0.18,-0.2,0.02,-38.08,28.63,-33.13,D
907790.0,0.77,1.01,8.86,0.34,-0.28,-0.01,-35.83,28.03,-32.53,D
907803.0,0.7,0.86,8.57,0.58,-0.26,-0.1,-36.43,28.63,-33.13,D
907816.0,0.68,0.97,8.09,0.86,-0.38,-0.15,-36.13,28.78,-32.23,D
907829.0,0.49,2.2,7.14,0.88,-0.55,-0.11,-37.48,26.53,-32.53,D
907842.0,0.59,2.83,6.14,0.75,-0.86,-0.1,-38.53,27.43,-31.18,D
907855.0,0.63,2.73,5.21,0.42,-1.13,-0.09,-39.28,26.68,-33.58,D
907868.0,0.41,2.65,4.49,0.18,-1.44,-0.04,-38.68,26.53,-32.53,D
907881.0,0.26,2.28,3.69,-0.06,-1.81,0.0,-39.13,24.88,-30.28,D
907894.0,0.38,1.82,3.41,-0.0,-2.23,0.04,-39.72,26.68,-29.68,D
907907.0,0.72,1.42,3.27,0.14,-2.72,0.07,-40.92,26.68,-30.13,D
907920.0,1.18,1.01,3.37,0.26,-3.13,0.07,-41.67,25.93,-29.23,D
907933.0,1.51,0.68,3.17,0.51,-3.53,0.13,-42.12,26.23,-30.43,D
907946.0,1.97,0.95,2.9,0.69,-3.95,0.21,-42.72,26.08,-27.88,D
907958.0,2.66,1.42,2.78,0.87,-4.3,0.44,-45.57,25.33,-26.38,D
907972.0,3.58,1.58,3.25,1.02,-4.65,0.61,-48.27,25.18,-24.73,D
907985.0,4.67,1.13,4.28,1.06,-4.88,0.85,-47.52,26.23,-22.79,D
907998.0,6.27,0.8,5.71,1.09,-5.02,0.96,-49.77,25.33,-19.79,D
908011.0,7.44,0.64,6.93,1.1,-5.01,1.04,-49.47,24.43,-17.69,D
908024.0,9.08,0.57,7.92,1.32,-4.93,1.12,-52.47,25.93,-13.04,D
