t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
58059228.0,-4.53,0.85,-9.07,0.04,0.04,0.02,976.5,131.25,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059253.0,-4.5,0.86,-9.0,0.02,0.03,-0.03,977.1,130.2,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059280.0,-4.55,0.98,-9.13,-0.02,0.1,0.02,978.6,130.95,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059306.0,-4.53,0.91,-9.04,0.04,-0.03,0.04,977.85,131.25,338.4,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059332.0,-4.53,0.98,-9.15,-0.0,0.0,-0.01,978.9,130.95,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059358.0,-4.63,0.95,-9.13,0.01,0.03,-0.07,977.55,131.25,341.55,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059384.0,-4.49,0.9,-8.88,0.0,0.01,0.02,977.85,130.95,340.5,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059410.0,-4.68,0.94,-8.94,-0.01,0.02,-0.0,978.45,130.8,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059436.0,-4.55,1.06,-9.09,-0.01,0.07,-0.03,976.8,130.2,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059461.0,-4.5,0.99,-9.01,-0.01,0.0,0.03,978.3,131.25,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059488.0,-4.68,0.9,-9.06,-0.04,0.01,0.03,976.2,131.4,339.0,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059514.0,-4.53,0.95,-9.02,0.03,0.08,-0.05,977.55,130.95,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059540.0,-4.59,0.92,-9.0,0.0,-0.04,0.03,977.85,130.2,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
